date,CA,TX,WI,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3,total
2014-12-17,13501,10029,8837,3836,2406,5232,2027,3179,3409,3441,3088,3330,2419,32367
2014-12-18,12432,8226,9176,3832,2338,4359,1903,2424,2830,2972,3362,3322,2492,29834
2014-12-19,16757,10739,10925,5302,3392,5788,2275,3390,3860,3489,4549,3582,2794,38421
2014-12-20,17815,10749,9924,5464,3679,6331,2341,3452,3836,3461,3845,3240,2839,38488
2014-12-21,15575,9510,8651,4805,2508,6013,2249,2761,3387,3362,3337,2933,2381,33736
2014-12-22,15172,9724,9966,4531,2659,5397,2585,2950,3455,3319,3923,3188,2855,34862
2014-12-23,11485,9084,9048,3487,1927,4021,2050,2813,3393,2878,2927,3513,2608,29617
2014-12-24,6,13,1,0,6,0,0,0,7,6,0,0,1,20
2014-12-25,13329,10507,9073,3593,2512,5402,1822,3120,3759,3628,3093,3142,2838,32909
2014-12-26,14550,9037,9007,4226,2644,5685,1995,2866,3206,2965,3631,2844,2532,32594
2014-12-27,15122,8475,8297,4407,2650,6050,2015,2661,2986,2828,2993,2755,2549,31894
2014-12-28,13406,9043,7541,3825,2264,5170,2147,2743,3292,3008,2818,2560,2163,29990
2014-12-29,12385,8981,8051,3611,2181,4676,1917,2768,3333,2880,2824,2978,2249,29417
2014-12-30,13248,9329,10873,4126,2054,4686,2382,2886,3346,3097,3418,4381,3074,33450
2014-12-31,11169,7693,7590,3150,2016,4412,1591,2393,2633,2667,2629,3043,1918,26452
2015-01-01,16179,9915,13539,4663,2839,6532,2145,2794,3617,3504,4114,5304,4121,39633
2015-01-02,17410,10691,12984,5352,2999,6792,2267,3353,3958,3380,4053,5120,3811,41085
2015-01-03,18465,10832,10350,5666,3322,6762,2715,3367,3884,3581,3657,3520,3173,39647
2015-01-04,14833,9850,10008,4485,2284,5851,2213,2946,3450,3454,2762,4313,2933,34691
2015-01-05,12796,9508,10378,3616,2000,5058,2122,2772,3345,3391,2928,4313,3137,32682
2015-01-06,12301,9413,7451,3394,2015,4991,1901,2837,3467,3109,2233,3229,1989,29165
2015-01-07,13088,7443,8498,3517,2032,5380,2159,2491,2659,2293,1924,4134,2440,29029
2015-01-08,13865,9001,11519,4035,2497,5282,2051,2844,3234,2923,3406,4958,3155,34385
2015-01-09,19244,11182,13520,5705,3451,7354,2734,3433,4027,3722,5365,4313,3842,43946
2015-01-10,19921,12149,12996,5804,3581,7879,2657,4002,4332,3815,3976,5093,3927,45066
2015-01-11,14064,9888,11622,4083,2107,5604,2270,2926,3527,3435,3077,5342,3203,35574
2015-01-12,12716,8701,8907,3284,2160,5103,2169,2758,3098,2845,2663,3596,2648,30324
2015-01-13,12030,8240,10789,3225,1961,4682,2162,2683,2779,2778,3046,4968,2775,31059
2015-01-14,12442,9487,11134,3459,2228,4689,2066,3028,3363,3096,3251,4912,2971,33063
2015-01-15,13997,9518,11374,4023,2430,5360,2184,2921,3348,3249,3742,4215,3417,34889
2015-01-16,18674,12264,14231,5166,3650,7329,2529,3894,4304,4066,5600,4753,3878,45169
2015-01-17,18195,12128,10401,5195,3625,6938,2437,3784,4422,3922,3599,3674,3128,40724
2015-01-18,15535,10114,8763,4456,2191,6538,2350,3245,3563,3306,3195,2987,2581,34412
2015-01-19,12589,8267,7507,3300,1675,5548,2066,2507,2780,2980,2492,2746,2269,28363
2015-01-20,12301,8293,7515,3281,1810,5236,1974,2670,2689,2934,2664,2773,2078,28109
2015-01-21,11648,6628,7519,2901,1825,5073,1849,2308,2207,2113,2624,2827,2068,25795
2015-01-22,13725,9275,9221,4042,2196,5452,2035,2826,3460,2989,3287,3365,2569,32221
2015-01-23,18319,11422,12440,5537,3193,7132,2457,3586,4208,3628,5097,3903,3440,42181
2015-01-24,19578,12055,10990,5577,3179,7915,2907,3812,4524,3719,3959,3791,3240,42623
2015-01-25,13130,9055,8173,3381,1995,5457,2297,2664,3109,3282,2644,3259,2270,30358
2015-01-26,11859,8109,7905,2992,1897,4956,2014,2503,2819,2787,2656,3218,2031,27873
2015-01-27,11825,8089,8190,3077,1889,4897,1962,2414,2952,2723,2882,3072,2236,28104
2015-01-28,12022,8263,7940,3219,1955,4784,2064,2548,3022,2693,2688,3103,2149,28225
2015-01-29,14540,10314,12586,4159,2129,5619,2633,2913,3751,3650,4034,4931,3621,37440
2015-01-30,19825,12998,18005,6071,3657,7419,2678,4070,4726,4202,6902,6163,4940,50828
2015-01-31,19519,13986,6880,5462,3186,8081,2790,4301,5111,4574,1847,3034,1999,40385
2015-02-01,14603,9615,10788,3886,1922,6242,2553,2816,3404,3395,3046,4428,3314,35006
2015-02-02,14462,10063,12880,4051,2090,5987,2334,3145,3453,3465,3371,5640,3869,37405
2015-02-03,13677,9884,10431,3673,1893,5929,2182,2966,3662,3256,3220,4262,2949,33992
2015-02-04,14260,9173,11214,3889,2128,5980,2263,2607,3282,3284,3405,4792,3017,34647
2015-02-05,12985,10770,13054,4018,1840,5154,1973,3259,3905,3606,4027,5229,3798,36809
2015-02-06,21744,13495,15597,6314,3616,8852,2962,4018,4923,4554,5791,5313,4493,50836
2015-02-07,20343,13932,15444,5859,3441,8254,2789,4291,5291,4350,4940,6035,4469,49719
2015-02-08,16576,11460,11134,4977,2213,6834,2552,3362,4175,3923,3085,4484,3565,39170
2015-02-09,15419,9913,10132,4134,2253,6517,2515,3044,3480,3389,3039,3863,3230,35464
2015-02-10,13858,10665,11178,4040,2028,5752,2038,3219,3662,3784,3327,4770,3081,35701
2015-02-11,14811,11419,12340,3829,2161,6493,2328,3560,3909,3950,3370,5256,3714,38570
2015-02-12,13954,11171,11811,4183,2222,5450,2099,3362,3966,3843,3938,4393,3480,36936
2015-02-13,16024,11735,13855,4789,2613,6239,2383,3566,4196,3973,4812,4850,4193,41614
2015-02-14,16634,13564,13809,4824,2726,6836,2248,4024,4865,4675,4758,4933,4118,44007
2015-02-15,16235,10259,10653,4281,2553,6997,2404,2812,3721,3726,3257,4092,3304,37147
2015-02-16,12756,8719,9222,3412,1806,5468,2070,2675,3075,2969,2716,3862,2644,30697
2015-02-17,12004,8426,8075,3038,1837,5097,2032,2542,2943,2941,2530,3370,2175,28505
2015-02-18,11496,8920,8392,3180,1794,4561,1961,2759,3109,3052,2693,3335,2364,28808
2015-02-19,13594,9769,9756,4138,2023,5430,2003,2861,3479,3429,3534,3483,2739,33119
2015-02-20,15963,12637,13509,4767,2801,5965,2430,3728,4592,4317,5271,4400,3838,42109
2015-02-21,18349,13041,12369,5426,3124,6958,2841,3984,4715,4342,4458,4362,3549,43759
2015-02-22,13688,9143,8691,3548,1970,5978,2192,2687,3031,3425,2805,3305,2581,31522
2015-02-23,12241,8801,8738,2972,1755,5248,2266,2693,2946,3162,2863,3274,2601,29780
2015-02-24,12358,8649,8220,3106,2116,5095,2041,2461,2981,3207,2707,3231,2282,29227
2015-02-25,12168,8823,8232,3012,1963,5154,2039,2739,3015,3069,2756,3160,2316,29223
2015-02-26,13794,8962,10810,4114,2179,5325,2176,2648,3212,3102,3492,4027,3291,33566
2015-02-27,18208,11795,14151,5603,3326,6817,2462,3628,4140,4027,5483,4648,4020,44154
2015-02-28,19496,13416,12274,5774,3264,7725,2733,3901,4949,4566,4730,3874,3670,45186
2015-03-01,14370,10161,10867,4013,1972,5997,2388,2843,3530,3788,3277,4041,3549,35398
2015-03-02,14180,10405,9802,3827,2111,6112,2130,2848,3656,3901,2351,4612,2839,34387
2015-03-03,13002,9233,9539,3584,1727,5724,1967,2873,2980,3380,3153,3754,2632,31774
2015-03-04,13806,8952,10061,3660,2041,5881,2224,2626,2945,3381,3009,4169,2883,32819
2015-03-05,14619,9742,11576,4331,2361,5792,2135,2891,3335,3516,3714,4322,3540,35937
2015-03-06,18440,12530,13259,5234,3189,7617,2400,4018,4246,4266,5115,4380,3764,44229
2015-03-07,21140,12080,14159,5971,3328,8904,2937,3807,4229,4044,4739,5492,3928,47379
2015-03-08,15271,9921,10828,4046,1993,6906,2326,2892,3380,3649,3252,4390,3186,36020
2015-03-09,13856,10741,9000,3710,2054,5949,2143,3128,3618,3995,2568,3625,2807,33597
2015-03-10,13280,9568,10043,3474,1872,5692,2242,2935,3319,3314,2863,4132,3048,32891
2015-03-11,13288,10194,10909,3519,2130,5368,2271,2905,3508,3781,2960,4653,3296,34391
2015-03-12,14855,11254,10514,4184,2450,5912,2309,3525,4002,3727,3390,4113,3011,36623
2015-03-13,18504,12209,13758,5015,3415,7455,2619,3800,4370,4039,4656,5131,3971,44471
2015-03-14,20812,13710,14305,5805,3588,8510,2909,4493,4824,4393,4945,5036,4324,48827
2015-03-15,14699,10880,9916,4064,2123,6217,2295,3075,3987,3818,2974,3793,3149,35495
2015-03-16,13153,9748,8511,3431,1950,5819,1953,3060,3462,3226,2473,3406,2632,31412
2015-03-17,12456,9159,8332,3442,1892,5161,1961,2833,3046,3280,2746,3039,2547,29947
2015-03-18,12257,9225,7887,3194,1865,5166,2032,2871,3202,3152,2521,3005,2361,29369
2015-03-19,13989,9927,9083,4120,2222,5564,2083,2976,3542,3409,3113,3137,2833,32999
2015-03-20,18719,10997,12266,5528,3327,7105,2759,3522,3782,3693,4568,4166,3532,41982
2015-03-21,19974,12829,11211,5570,3570,8034,2800,4147,4586,4096,4267,3726,3218,44014
2015-03-22,14339,9691,8308,3818,1922,6196,2403,2931,3456,3304,2729,3270,2309,32338
2015-03-23,12504,6071,8266,3401,1888,5272,1943,2652,131,3288,2818,3145,2303,26841
2015-03-24,12743,11462,7790,3193,2007,5445,2098,2382,5928,3152,2599,3020,2171,31995
2015-03-25,13056,8488,8358,3387,2130,5300,2239,2491,2993,3004,2750,3176,2432,29902
2015-03-26,13977,9069,9489,4041,2389,5316,2231,2573,3316,3180,3253,3500,2736,32535
2015-03-27,17755,11655,12121,4867,3347,6795,2746,3375,4333,3947,4617,3890,3614,41531
2015-03-28,19228,12491,10864,5453,3143,7706,2926,3756,4670,4065,4218,3584,3062,42583
2015-03-29,14501,9590,7808,4256,2132,5744,2369,2792,3152,3646,2641,2946,2221,31899
2015-03-30,13770,9236,7950,3877,2035,5605,2253,2702,3212,3322,2803,2804,2343,30956
2015-03-31,14961,10706,9393,4446,2266,6013,2236,3162,3704,3840,2907,3813,2673,35060
2015-04-01,14590,9190,10037,4395,2306,5755,2134,2683,3361,3146,3100,3989,2948,33817
2015-04-02,17536,12845,13727,5632,2647,6748,2509,3792,4462,4591,4441,5362,3924,44108
2015-04-03,21501,13220,13698,6636,3411,8258,3196,3933,4791,4496,5330,4492,3876,48419
2015-04-04,18426,12789,10421,4874,3108,7999,2445,4561,4475,3753,3167,3691,3563,41636
2015-04-05,14999,10756,10460,4101,2190,6400,2308,3103,3823,3830,2750,4304,3406,36215
2015-04-06,14223,10415,9273,3810,2005,6252,2156,2979,3508,3928,2561,3641,3071,33911
2015-04-07,14137,9578,10434,3809,2058,6144,2126,2665,3431,3482,2915,4511,3008,34149
2015-04-08,13542,10561,10334,3726,1893,5774,2149,3053,3703,3805,2760,4682,2892,34437
2015-04-09,15573,10115,11165,4584,2479,6121,2389,3030,3495,3590,3595,4108,3462,36853
2015-04-10,18376,12975,13921,5495,3189,7093,2599,3965,4677,4333,4737,4999,4185,45272
2015-04-11,19636,13824,13720,6093,2940,7907,2696,4119,4753,4952,4431,5022,4267,47180
2015-04-12,13348,11465,9681,4171,1750,5027,2400,3228,3976,4261,3103,3508,3070,34494
2015-04-13,13431,9121,11045,3702,1818,5753,2158,2817,3129,3175,2778,4376,3891,33597
2015-04-14,13080,10386,11224,3668,1966,5298,2148,3022,3580,3784,3154,4733,3337,34690
2015-04-15,13510,8802,9119,3732,2094,5535,2149,2566,3008,3228,2737,3554,2828,31431
2015-04-16,14269,9209,9581,4236,2089,5583,2361,2499,3131,3579,3025,3553,3003,33059
2015-04-17,17238,13046,12232,5651,2916,6174,2497,3799,4761,4486,4594,4106,3532,42516
2015-04-18,19517,12575,12267,5849,3160,7788,2720,3872,4579,4124,4447,4065,3755,44359
2015-04-19,14202,10224,8692,4131,1999,5802,2270,3000,3457,3767,2734,3376,2582,33118
2015-04-20,13167,8879,8181,3543,2097,5325,2202,2505,3122,3252,2605,3002,2574,30227
2015-04-21,13099,8926,8357,3444,2035,5383,2237,2600,3144,3182,2762,3125,2470,30382
2015-04-22,13669,8801,8188,3797,1978,5551,2343,2652,3233,2916,2552,3309,2327,30658
2015-04-23,14833,9761,9829,4312,2634,5548,2339,2752,3554,3455,3374,3428,3027,34423
2015-04-24,19071,12049,12478,6019,3230,7251,2571,3474,4421,4154,4927,4107,3444,43598
2015-04-25,19426,12387,11593,5815,2947,7890,2774,3804,4417,4166,4168,3958,3467,43406
2015-04-26,14773,9873,8798,3995,2257,5909,2612,2779,3413,3681,2799,3479,2520,33444
2015-04-27,13044,8805,7901,3526,1930,5420,2168,2564,3012,3229,2529,3046,2326,29750
2015-04-28,12509,8579,7579,3560,2037,4849,2063,2551,2853,3175,2674,2880,2025,28667
2015-04-29,12985,8967,8601,3466,2045,5114,2360,2404,3197,3366,3002,3309,2290,30553
2015-04-30,17168,12238,11570,5121,2773,6637,2637,3295,4032,4911,3933,4328,3309,40976
2015-05-01,19497,13252,14303,5801,3068,7586,3042,4086,4599,4567,4624,5341,4338,47052
2015-05-02,20394,13859,14849,6524,3347,7757,2766,4233,4692,4934,4412,5661,4776,49102
2015-05-03,17031,10376,10762,4794,2094,7345,2798,2925,3529,3922,3278,4277,3207,38169
2015-05-04,14609,9764,10716,4168,2077,5835,2529,2869,3291,3604,2997,4483,3236,35089
2015-05-05,14392,10066,10838,4025,2134,5784,2449,2962,3283,3821,3025,4624,3189,35296
2015-05-06,13690,10662,8969,4182,2001,5428,2079,2952,3631,4079,2766,3558,2645,33321
2015-05-07,15574,9952,11898,4697,2398,6096,2383,2897,3636,3419,3736,4571,3591,37424
2015-05-08,19126,13236,14907,5840,3112,7509,2665,3966,4448,4822,5183,5538,4186,47269
2015-05-09,16523,11367,10140,5014,2410,6636,2463,3556,3684,4127,3435,3461,3244,38030
2015-05-10,15527,11281,10384,4602,2259,6352,2314,3234,3900,4147,3131,3996,3257,37192
2015-05-11,13859,10112,11062,3810,1843,5903,2303,2822,3351,3939,2829,4998,3235,35033
2015-05-12,13939,10567,9179,3958,2071,5728,2182,3237,3520,3810,2867,3500,2812,33685
2015-05-13,12326,9579,10149,3487,1714,5032,2093,2600,3336,3643,3231,4139,2779,32054
2015-05-14,15255,10959,11550,4375,2743,5701,2436,3339,3881,3739,3497,4630,3423,37764
2015-05-15,18516,13473,12347,5589,3308,6948,2671,4150,4590,4733,4260,4582,3505,44336
2015-05-16,18894,13007,12592,5568,3044,7739,2543,4088,4517,4402,4588,4294,3710,44493
2015-05-17,14543,10384,9369,4185,1988,5919,2451,3122,3417,3845,3025,3577,2767,34296
2015-05-18,13015,9108,8548,3576,2000,5168,2271,2762,2934,3412,2712,3313,2523,30671
2015-05-19,12941,9428,8789,3580,1999,5191,2171,3030,3078,3320,2938,3521,2330,31158
2015-05-20,13341,8835,8425,3635,2336,5145,2225,2665,3124,3046,3038,2985,2402,30601
2015-05-21,15904,10306,10057,4578,2637,6192,2497,2980,3599,3727,3551,3508,2998,36267
2015-05-22,17197,12156,10622,5415,3061,6294,2427,3680,4340,4136,3824,3617,3181,39975
2015-05-23,16750,11062,9614,5412,2702,6396,2240,3513,3914,3635,3612,3234,2768,37426
2015-05-24,17642,10552,9623,4859,2930,7264,2589,3063,3846,3643,3582,3079,2962,37817
2015-05-25,13963,8887,8029,3609,2202,5606,2546,2789,2996,3102,2853,2815,2361,30879
2015-05-26,12974,9188,7935,3722,2167,5014,2071,2654,3221,3313,2803,2902,2230,30097
2015-05-27,12976,9153,8087,3381,2376,5159,2060,2754,3094,3305,2810,3009,2268,30216
2015-05-28,13992,9533,9400,3803,2696,5309,2184,2716,3283,3534,3397,3428,2575,32925
2015-05-29,18423,10300,12215,5342,4078,6616,2387,2923,3686,3691,4602,4184,3429,40938
2015-05-30,19734,12554,11175,5980,3728,7261,2765,3762,4495,4297,4042,3799,3334,43463
2015-05-31,16694,11581,10379,4702,2866,6560,2566,3280,3951,4350,3258,4158,2963,38654
2015-06-01,16809,9785,10830,4282,2434,7865,2228,2924,3358,3503,2899,4823,3108,37424
2015-06-02,15003,10678,12309,4007,2573,6044,2379,2999,3615,4064,3582,5516,3211,37990
2015-06-03,14946,9895,10081,3818,2755,5871,2502,2810,3416,3669,3327,3931,2823,34922
2015-06-04,16439,11506,11944,4646,3296,6148,2349,3282,3963,4261,3624,4553,3767,39889
2015-06-05,20802,13057,13648,5710,4556,7967,2569,4081,4532,4444,4492,5264,3892,47507
2015-06-06,21319,14327,12780,5826,4475,8318,2700,4459,4857,5011,4811,4316,3653,48426
2015-06-07,17765,10907,11250,4475,3194,7608,2488,3179,3810,3918,3200,4795,3255,39922
2015-06-08,16375,10520,11289,4145,3018,6886,2326,3268,3582,3670,3417,4738,3134,38184
2015-06-09,15598,9870,9708,4210,2841,6453,2094,3001,3581,3288,3221,3770,2717,35176
2015-06-10,14617,10593,10375,3844,2735,5849,2189,3159,3693,3741,3141,4373,2861,35585
2015-06-11,16154,11176,12952,4605,3145,6098,2306,3256,4005,3915,3951,5320,3681,40282
2015-06-12,19849,12826,12178,5495,4480,7177,2697,3923,4453,4450,4273,4537,3368,44853
2015-06-13,21596,13420,13965,5844,4538,8728,2486,4198,4668,4554,4421,5080,4464,48981
2015-06-14,16840,18733,12007,4454,3098,6819,2469,5190,6793,6750,3318,5120,3569,47580
2015-06-15,14294,7557,9847,3792,2753,5408,2341,2830,2186,2541,2965,3687,3195,31698
2015-06-16,14737,7691,9050,3902,2947,5731,2157,2412,2364,2915,3076,3326,2648,31478
2015-06-17,15268,9230,9927,4018,3109,5732,2409,2735,3198,3297,3319,3806,2802,34425
2015-06-18,16386,10125,11318,4780,3460,5739,2407,2934,3522,3669,3937,3923,3458,37829
2015-06-19,20047,12219,11989,5506,4407,7221,2913,3729,4346,4144,4349,4073,3567,44255
2015-06-20,18535,12273,10605,4881,4333,6739,2582,4430,3936,3907,3784,3546,3275,41413
2015-06-21,15916,9824,9106,4263,3008,6344,2301,3039,3418,3367,2673,3570,2863,34846
2015-06-22,14995,9080,8996,4259,2858,5592,2286,2926,3090,3064,3061,3092,2843,33071
2015-06-23,14046,9292,8284,3851,2942,5239,2014,2901,3265,3126,2908,2845,2531,31622
2015-06-24,14767,9144,8465,3862,2926,5836,2143,2830,3211,3103,2969,3016,2480,32376
2015-06-25,16617,9893,9435,4353,3599,6069,2596,2965,3470,3458,3519,3331,2585,35945
2015-06-26,19911,11724,10578,5328,4882,7103,2598,3394,4269,4061,3938,3525,3115,42213
2015-06-27,20786,11841,10319,5776,4816,7496,2698,3499,4061,4281,3845,3174,3300,42946
2015-06-28,15603,9404,8921,3919,3030,6227,2427,2912,3218,3274,3122,3219,2580,33928
2015-06-29,15208,8207,8764,4018,2924,5978,2288,2673,2763,2771,3000,3163,2601,32179
2015-06-30,17247,10565,10265,4550,3398,6871,2428,3346,3419,3800,3366,3937,2962,38077
2015-07-01,17773,11271,12800,4889,3583,6737,2564,3379,3851,4041,3827,5034,3939,41844
2015-07-02,23408,14085,16661,6369,5185,8878,2976,4374,4911,4800,5243,6127,5291,54154
2015-07-03,16535,11154,9800,4434,3647,6237,2217,3368,3912,3874,3236,3455,3109,37489
2015-07-04,19387,12041,12104,5142,4350,7380,2515,3664,4072,4305,3927,4600,3577,43532
2015-07-05,17733,11615,12190,4915,3870,6350,2598,3535,4049,4031,3301,5171,3718,41538
2015-07-06,16207,11067,10081,4410,2949,6386,2462,3206,4020,3841,3130,3917,3034,37355
2015-07-07,15364,9602,11083,4030,2932,6098,2304,2990,3406,3206,3165,4823,3095,36049
2015-07-08,16040,10500,11670,4220,3134,6200,2486,3094,3558,3848,3422,4853,3395,38210
2015-07-09,17973,10561,11361,5132,3663,6680,2498,3086,3873,3602,3811,4173,3377,39895
2015-07-10,20900,12743,13762,5631,5294,7239,2736,3841,4506,4396,4513,5028,4221,47405
2015-07-11,21449,14272,13873,5919,4974,7846,2710,4430,5004,4838,4469,5130,4274,49594
2015-07-12,16797,11996,10265,4424,3134,6598,2641,3449,4422,4125,3010,3829,3426,39058
2015-07-13,15331,10123,11377,3805,3173,6063,2290,3123,3497,3503,3203,4536,3638,36831
2015-07-14,15743,10642,11710,3971,3216,6228,2328,3428,3737,3477,3301,4998,3411,38095
2015-07-15,16331,10417,10730,4097,3494,6153,2587,3193,3699,3525,3408,4215,3107,37478
2015-07-16,17606,11735,12506,4598,4059,6354,2595,3539,4263,3933,4488,4219,3799,41847
2015-07-17,20407,13203,12050,5133,5344,7397,2533,4027,4908,4268,4120,4220,3710,45660
2015-07-18,21606,13760,12418,5655,4960,8226,2765,4416,4673,4671,4290,4247,3881,47784
2015-07-19,16789,11275,9483,4389,3393,6582,2425,3686,3746,3843,3014,3569,2900,37547
2015-07-20,15573,9543,9022,3796,3251,6045,2481,2963,3070,3510,2928,3308,2786,34138
2015-07-21,14682,9415,9279,4106,2949,5509,2118,3003,3148,3264,3177,3408,2694,33376
2015-07-22,15124,10089,8982,3843,3236,5867,2178,3129,3491,3469,2854,3346,2782,34195
2015-07-23,16996,11052,10393,4391,3946,6087,2572,3235,3932,3885,3621,3543,3229,38441
2015-07-24,19049,12382,11193,4611,4839,7144,2455,3724,4353,4305,4036,3669,3488,42624
2015-07-25,20209,13094,10889,5254,4982,7209,2764,4265,4488,4341,3920,3838,3131,44192
2015-07-26,16756,10082,9288,4739,3258,6316,2443,3045,3738,3299,3057,3333,2898,36126
2015-07-27,14962,9649,8344,3951,3047,5830,2134,2887,3435,3327,2865,2955,2524,32955
2015-07-28,14382,8900,8311,3632,3115,5435,2200,2731,3241,2928,2875,3033,2403,31593
2015-07-29,15266,9175,9146,4072,3092,5649,2453,2897,3296,2982,3208,3285,2653,33587
2015-07-30,17326,11499,12653,4865,3942,6163,2356,3280,4161,4058,4212,4588,3853,41478
2015-07-31,21982,13985,13183,5877,5376,7814,2915,4414,4838,4733,4725,4731,3727,49150
2015-08-01,23473,13705,14363,6768,5216,8646,2843,4143,4807,4755,4809,5226,4328,51541
2015-08-02,18550,13099,13608,5326,3376,7210,2638,3842,4421,4836,3787,5885,3936,45257
2015-08-03,16895,10360,10403,4418,3469,6602,2406,3257,3489,3614,3048,4077,3278,37658
2015-08-04,16354,11015,10910,4202,3263,6426,2463,3509,3819,3687,3183,4602,3125,38279
2015-08-05,15973,10877,10948,4332,3294,6140,2207,3327,3857,3693,2862,4719,3367,37798
2015-08-06,17880,11556,10701,4782,4263,6567,2268,3385,4227,3944,3380,3958,3363,40137
2015-08-07,22056,13254,12794,6020,5154,8126,2756,4153,4693,4408,3839,4917,4038,48104
2015-08-08,23442,14452,14067,6252,5385,8833,2972,4387,5233,4832,4070,5726,4271,51961
2015-08-09,17958,10572,9794,4720,3512,7290,2436,3143,3486,3943,2960,3736,3098,38324
2015-08-10,16097,9825,10527,4147,3277,6422,2251,2941,3462,3422,3145,4152,3230,36449
2015-08-11,16109,10869,10373,4074,3574,5992,2469,3559,3552,3758,2850,4592,2931,37351
2015-08-12,15527,10769,9759,3671,3396,6209,2251,3274,3905,3590,3097,3852,2810,36055
2015-08-13,17023,11228,12511,4419,4103,6242,2259,3304,4180,3744,3506,5132,3873,40762
2015-08-14,21426,13259,13751,5408,5413,7788,2817,3963,4761,4535,4055,5477,4219,48436
2015-08-15,24198,13405,12937,6154,6074,8979,2991,4224,4770,4411,4399,4447,4091,50540
2015-08-16,18190,10484,10438,4760,3548,7250,2632,3267,3676,3541,3246,4047,3145,39112
2015-08-17,15956,9503,9786,3796,3444,6455,2261,2846,3235,3422,3101,3731,2954,35245
2015-08-18,15929,8427,9351,3868,3342,6381,2338,2401,3045,2981,3043,3595,2713,33707
2015-08-19,15362,8422,8732,3876,3340,5693,2453,2445,3098,2879,2791,3434,2507,32516
2015-08-20,16338,10480,10145,4198,4081,5837,2222,3063,3666,3751,3350,3611,3184,36963
2015-08-21,21062,12577,11441,5122,5410,7798,2732,3892,4360,4325,4248,3854,3339,45080
2015-08-22,22447,13820,11329,6222,5509,7836,2880,4146,4863,4811,3991,4068,3270,47596
2015-08-23,15643,10580,8870,3888,3164,6204,2387,3001,3891,3688,2929,3366,2575,35093
2015-08-24,14187,8651,8457,3364,3087,5484,2252,2366,2774,3511,2689,3195,2573,31295
2015-08-25,14070,8832,9065,3558,3037,5327,2148,2489,3108,3235,3027,3559,2479,31967
2015-08-26,14387,8540,9149,3544,3310,5405,2128,2581,2888,3071,2862,3637,2650,32076
2015-08-27,16343,9151,10757,4001,4100,5921,2321,2622,3225,3304,3685,4037,3035,36251
2015-08-28,21273,11377,12586,5368,5641,7568,2696,3354,4093,3930,4553,4606,3427,45236
2015-08-29,23319,12995,12203,5869,6009,8234,3207,3910,4637,4448,4499,4097,3607,48517
2015-08-30,16223,9144,10518,4164,3379,6050,2630,2588,3329,3227,3289,4069,3160,35885
2015-08-31,16305,10186,11464,3983,3415,6423,2484,3038,3452,3696,3258,4852,3354,37955
2015-09-01,15825,9203,11562,3785,3518,6059,2463,2712,3361,3130,3189,4936,3437,36590
2015-09-02,16222,10409,12988,4327,3450,6116,2329,2913,3382,4114,3329,5965,3694,39619
2015-09-03,18059,9859,11352,4728,4250,6452,2629,2863,3515,3481,3537,4405,3410,39270
2015-09-04,20994,12589,13904,5757,5370,7378,2489,3828,4341,4420,4235,5550,4119,47487
2015-09-05,19898,12134,13216,5476,5186,7026,2210,3802,4165,4167,3736,5189,4291,45248
2015-09-06,21191,12774,11797,5636,5045,7827,2683,3619,4851,4304,3556,4338,3903,45762
2015-09-07,16508,9278,10383,4106,3204,6686,2512,2582,3277,3419,2658,4630,3095,36169
2015-09-08,16348,9603,12151,3813,3409,6748,2378,2969,3215,3419,3179,5553,3419,38102
2015-09-09,16385,8895,10413,3845,3443,6538,2559,2621,3066,3208,2989,4362,3062,35693
2015-09-10,17203,10077,13006,4380,3945,6416,2462,2975,3509,3593,3832,5482,3692,40286
2015-09-11,21581,13142,15380,5467,5722,7593,2799,3692,5001,4449,4765,6070,4545,50103
2015-09-12,23552,14305,13483,6052,5722,8814,2964,4255,5124,4926,4173,4968,4342,51340
2015-09-13,15918,10455,11698,4133,3301,6056,2428,3139,3590,3726,3157,4930,3611,38071
2015-09-14,15805,9943,11677,3928,3333,5983,2561,2925,3408,3610,2985,4907,3785,37425
2015-09-15,14209,9327,10109,3405,3214,5358,2232,2719,3246,3362,2822,4255,3032,33645
2015-09-16,14737,9459,9802,3773,3195,5478,2291,2797,3432,3230,3094,3906,2802,33998
2015-09-17,17192,10495,11002,4675,3868,6336,2313,3117,3842,3536,3426,4299,3277,38689
2015-09-18,22322,12856,13101,5627,5767,8179,2749,3939,4675,4242,4444,4483,4174,48279
2015-09-19,23160,14179,12640,6123,5768,8300,2969,4245,5160,4774,4175,4319,4146,49979
2015-09-20,17236,9632,9277,4425,3714,6339,2758,2947,3363,3322,2697,3679,2901,36145
2015-09-21,15753,9238,8527,3912,3306,6133,2402,2784,3219,3235,2761,3136,2630,33518
2015-09-22,15098,9629,8770,3656,3096,6027,2319,2804,3616,3209,2674,3525,2571,33497
2015-09-23,14610,9187,9170,3430,3405,5404,2371,2587,3279,3321,2877,3560,2733,32967
2015-09-24,17432,10013,11235,4515,4127,6264,2526,2918,3830,3265,3447,4352,3436,38680
2015-09-25,21638,12286,12712,5421,5795,7427,2995,3540,4585,4161,4394,4492,3826,46636
2015-09-26,22462,12610,12541,5838,5769,7837,3018,3842,4502,4266,4312,4229,4000,47613
